sample_id,HAVCR2,LAG3,PDCD1,TIGIT
TCGA-D5-5540-01,111.453,25.8621,12.3153,17.8571
TCGA-D5-5541-01,306.639,48.5969,28.4052,67.0773
TCGA-D5-6529-01,278.877,162.448,95.7202,132.536
TCGA-D5-6530-01,257.669,202.667,64.9129,98.6081
TCGA-D5-6531-01,310.402,225.144,54.1161,89.3427
TCGA-D5-6532-01,39.1037,12.3023,6.1511,9.2267
TCGA-D5-6533-01,78.4314,37.8477,19.1518,20.0638
TCGA-D5-6534-01,796.02,71.7951,123.725,375.356
TCGA-D5-6535-01,116.916,48.228,41.4079,88.1744
TCGA-D5-6536-01,146.213,14.4545,0.5559,3.8916
TCGA-D5-6537-01,62.3798,30.3354,17.9449,14.5268
TCGA-D5-6538-01,32.7722,4.0404,4.0404,2.2447
TCGA-D5-6539-01,81.4063,43.7268,12.0947,32.5625
TCGA-D5-6540-01,115.398,89.1287,40.3424,62.8592
TCGA-D5-6541-01,554.762,115.033,29.9016,66.487
TCGA-D5-6898-01,228.681,52.0064,20.655,79.6694
TCGA-D5-6920-01,112.992,104.724,37.0079,44.4882
TCGA-D5-6922-01,158.762,71.6407,25.5603,56.1606
TCGA-D5-6923-01,105.022,26.5009,13.7412,18.6488
TCGA-D5-6924-01,233.504,58.2107,46.9654,97.2383
TCGA-D5-6926-01,213.038,45.164,31.5296,43.0337
TCGA-D5-6927-01,318.714,103.793,93.6398,115.639
TCGA-D5-6928-01,961.244,810.477,613.288,573.68
TCGA-D5-6929-01,135.356,36.0556,28.3716,32.5092
TCGA-D5-6930-01,275.398,154.731,77.9429,157.618
TCGA-D5-6931-01,204.397,96.8195,48.6436,89.3358
TCGA-D5-6932-01,150.22,53.2311,23.9089,42.4044
TCGA-D5-7000-01,156.817,53.7097,32.1474,57.6301
TCGA-DC-4745-01,125.456,22.354,12.7737,22.354
TCGA-DC-4749-01,39.7878,20.336,8.8417,8.3996
TCGA-DC-5337-01,81.335,43.1917,35.3387,23.5591
TCGA-DC-5869-01,82.4891,13.0246,7.2359,24.602
TCGA-DC-6154-01,106.865,5.1091,4.6833,11.4955
TCGA-DC-6155-01,22.0158,119.711,9.6319,9.6319
TCGA-DC-6156-01,610.939,102.699,48.2446,44.9009
TCGA-DC-6157-01,73.4633,16.4918,17.991,29.4853
TCGA-DC-6158-01,300.079,61.741,63.1029,110.317
TCGA-DC-6160-01,97.9592,56.3529,14.7465,35.813
TCGA-DC-6681-01,71.3856,20.2885,17.2828,27.4271
TCGA-DC-6682-01,80.1317,42.8101,7.6839,45.5543
TCGA-DC-6683-01,158.62,4.635,12.875,28.84
TCGA-DM-A0X9-01,92.8365,109.862,58.4645,48.8275
TCGA-DM-A0XD-01,41.0879,32.6836,8.8713,9.3382
TCGA-DM-A0XF-01,99.3318,47.8863,15.5307,32.6792
TCGA-DM-A1D0-01,20.986,23.6509,1.3324,0.9993
TCGA-DM-A1D4-01,33.8361,37.0974,8.5609,17.9372
TCGA-DM-A1D6-01,13.8359,10.7299,1.1295,4.2355
TCGA-DM-A1D7-01,47.0947,47.4436,12.5586,11.1632
TCGA-DM-A1D8-01,43.2772,47.2415,20.152,26.7592
TCGA-DM-A1D9-01,41.7219,26.8212,5.9603,10.2649
TCGA-DM-A1DA-01,83.0417,20.3627,13.6812,6.6815
TCGA-DM-A1DB-01,41.2903,54.767,19.7849,41.8638
TCGA-DM-A1HA-01,56.2987,79.8563,37.9317,23.9569
TCGA-DM-A1HB-01,60.8503,10.8805,5.6417,15.3133
TCGA-DM-A280-01,61.8352,7.3748,4.5384,2.8365
TCGA-DM-A282-01,36.7051,10.6701,5.5484,10.2433
TCGA-DM-A285-01,81.6996,16.7776,3.6473,1.8237
TCGA-DM-A288-01,43.6791,2.7999,3.9199,0.0
TCGA-DM-A28A-01,119.038,44.3225,15.1963,11.8193
TCGA-DM-A28C-01,17.7246,6.183,2.8854,0.8244
TCGA-DM-A28E-01,14.8181,13.471,4.0413,9.8788
TCGA-DM-A28F-01,27.1801,28.2255,9.06,14.287
TCGA-DM-A28G-01,56.8807,22.0183,22.9358,18.3486
TCGA-DM-A28H-01,61.2648,3.1621,7.5099,11.4625
TCGA-DM-A28K-01,66.9087,24.3776,7.2614,6.7427
TCGA-DM-A28M-01,13.4545,3.2727,2.9091,4.7273
TCGA-DT-5265-01,350.807,43.8508,15.121,10.0806
TCGA-DY-A0XA-01,59.1504,25.278,4.55,15.6723
TCGA-DY-A1DC-01,103.964,31.6843,12.8717,42.0807
TCGA-DY-A1DD-01,49.0825,23.5396,11.5194,6.5109
TCGA-DY-A1DE-01,190.71,71.5774,25.9836,55.3989
TCGA-DY-A1DF-01,38.7931,13.5468,1.2315,0.6158
TCGA-DY-A1DG-01,17.6557,15.694,3.9235,10.2992
TCGA-DY-A1H8-01,33.6081,43.754,13.3164,3.8047
TCGA-EF-5830-01,85.3535,46.9697,36.8687,18.1818
TCGA-EF-5831-01,131.832,22.2881,10.9069,16.5975
TCGA-EI-6506-01,109.19,65.9258,22.662,42.0277
TCGA-EI-6507-01,413.216,282.819,108.811,124.67
TCGA-EI-6508-01,70.565,21.8242,16.0044,19.6418
TCGA-EI-6509-01,94.9106,7.7946,2.751,3.2095
TCGA-EI-6510-01,34.5563,48.2082,16.6382,45.2218
TCGA-EI-6511-01,305.845,265.824,69.5103,108.267
TCGA-EI-6512-01,81.1984,39.0795,14.7634,21.7108
TCGA-EI-6513-01,123.784,48.2678,21.0199,48.2678
TCGA-EI-6514-01,118.403,17.8049,7.122,26.2623
TCGA-EI-6881-01,41.7237,30.0958,15.3899,16.7579
TCGA-EI-6882-01,101.772,82.9045,17.7244,48.0274
TCGA-EI-6883-01,124.251,54.7343,43.1482,61.5262
TCGA-EI-6884-01,171.365,52.349,27.2931,45.1902
TCGA-EI-6885-01,193.306,75.0704,28.777,56.6156
TCGA-EI-6917-01,671.787,121.394,69.689,174.223
TCGA-EI-7002-01,110.286,27.4786,12.6253,43.0746
TCGA-EI-7004-01,338.095,48.4848,25.974,38.5281
TCGA-F4-6459-01,211.875,35.0278,25.6301,46.1341
TCGA-F4-6460-01,112.617,90.1981,28.1543,34.4108
TCGA-F4-6461-01,113.092,29.5265,35.6546,49.5822
TCGA-F4-6463-01,104.5,57.5,114.0,42.0
TCGA-F4-6569-01,344.877,45.2163,24.6634,40.2836
TCGA-F4-6570-01,703.683,344.374,115.963,121.234
TCGA-F4-6703-01,1063.29,323.675,217.308,268.014
TCGA-F4-6704-01,255.034,77.8813,38.6664,74.0421
TCGA-F4-6805-01,348.729,61.7717,26.9549,69.6336
TCGA-F4-6806-01,46.2157,22.7729,22.1031,27.4615
TCGA-F4-6807-01,238.883,159.773,85.3154,130.817
TCGA-F4-6808-01,11.2493,10.0651,11.2493,13.0255
TCGA-F4-6809-01,191.949,61.0169,57.2034,70.7627
TCGA-F4-6854-01,112.936,70.5412,45.8692,56.6415
TCGA-F4-6855-01,253.968,9.8184,10.4729,28.146
TCGA-F4-6856-01,82.4683,60.8029,28.6542,60.104
TCGA-F5-6464-01,497.91,95.4025,41.7954,125.841
TCGA-F5-6465-01,260.553,139.409,69.7046,80.8871
TCGA-F5-6571-01,282.206,53.7917,39.3402,147.726
TCGA-F5-6702-01,330.442,50.8055,15.696,62.3709
TCGA-F5-6810-01,66.4686,52.358,13.368,15.9673
TCGA-F5-6811-01,252.82,51.6917,10.3383,75.188
TCGA-F5-6812-01,187.107,84.5305,34.667,93.0785
TCGA-F5-6813-01,167.322,62.9096,40.6291,65.5308
TCGA-F5-6814-01,235.44,225.497,62.1449,110.44
TCGA-F5-6861-01,79.4965,20.8678,18.5492,34.4485
TCGA-F5-6863-01,26.0223,11.5242,5.948,8.1784
TCGA-F5-6864-01,236.563,51.0977,30.6586,75.3217
TCGA-G4-6293-01,124.602,108.165,54.6129,86.4263
TCGA-G4-6294-01,88.9816,17.1475,19.0013,7.4151
TCGA-G4-6295-01,143.361,185.64,65.1197,140.445
TCGA-G4-6297-01,254.075,51.2943,30.2013,59.9233
TCGA-G4-6298-01,35.078,5.0111,5.0111,3.8976
TCGA-G4-6299-01,392.175,254.322,89.6269,87.8071
TCGA-G4-6302-01,274.707,116.136,27.9174,65.885
TCGA-G4-6303-01,109.094,29.2523,9.2919,30.9731
TCGA-G4-6304-01,108.297,52.4017,27.9476,22.7074
TCGA-G4-6306-01,38.0014,52.076,31.6678,69.6692
TCGA-G4-6307-01,16.2113,19.8139,7.5053,11.7082
TCGA-G4-6309-01,90.6002,40.7701,28.8788,48.1314
TCGA-G4-6311-01,276.495,18.3631,21.511,40.9234
TCGA-G4-6315-01,13.3676,14.91,4.6272,9.7686
TCGA-G4-6317-01,16.3845,24.0306,19.1152,12.0153
TCGA-G4-6320-01,36.2924,38.107,16.9365,27.2193
TCGA-G4-6321-01,54.6772,66.5349,44.7958,54.6772
TCGA-G4-6322-01,56.52,44.8123,25.0303,22.2043
TCGA-G4-6323-01,62.3238,29.678,70.0401,78.3499
TCGA-G4-6586-01,175.245,241.174,83.3688,100.383
TCGA-G4-6588-01,145.218,58.0871,19.5293,41.0616
TCGA-G4-6626-01,38.5965,27.193,14.0351,19.7368
TCGA-G4-6627-01,213.066,97.5485,46.7206,128.353
TCGA-G4-6628-01,518.657,361.94,116.086,207.711
TCGA-G5-6641-01,14.038,8.6705,4.1288,6.6061
TCGA-NH-A50T-01,29.6163,5.8335,2.6924,6.2823
TCGA-NH-A50U-01,132.84,35.7028,28.3049,3.8598
TCGA-NH-A50V-01,147.774,37.6319,39.0087,91.3263
TCGA-NH-A5IV-01,436.364,218.968,78.6241,121.081
TCGA-NH-A6GA-01,100.258,41.7743,14.9691,29.9383
TCGA-NH-A6GB-01,80.2965,72.8845,22.2359,43.2366
TCGA-NH-A6GC-01,77.708,29.8273,11.7739,10.2041
TCGA-NH-A8F7-01,29.3878,5.1312,1.3994,3.7318
TCGA-NH-A8F8-01,185.851,42.1112,20.7748,23.0208
TCGA-QG-A5YV-01,66.5158,29.1253,20.86,25.583
TCGA-QG-A5YW-01,140.589,87.0694,41.1383,62.3065
TCGA-QG-A5YX-01,36.0065,12.6841,7.365,20.8674
TCGA-QG-A5Z1-01,127.534,9.7586,5.0475,20.1901
TCGA-QG-A5Z2-01,109.702,95.6462,61.7072,170.038
TCGA-QL-A97D-01,140.765,154.936,58.1011,154.936
TCGA-RU-A8FL-01,18.1653,4.9955,4.9955,4.0872
TCGA-SS-A7HO-01,18.277,23.499,5.6572,4.3517
TCGA-T9-A92H-01,36.6008,45.8561,10.5175,20.6142
TCGA-WS-AB45-01,695.155,107.411,27.3557,65.9754
