sample_id,stratum,tGJS,HK2,BCL2L1,TSPO,HK2_norm,BCL2L1_norm,TSPO_norm,CD8A,IFNG,CXCL10,GZMB,PRF1,HAVCR2,LAG3,PDCD1,TIGIT,CGAS,STING1,ENPP1,TREX1,CD274,immune_proxy,exhaustion_score,ee_ratio,acute_sting,chronic_sting,sting_ratio
TCGA-A6-2680-01,MSS_TP53wt,0.6530405405405406,3102.1942,5016.9215,4410.4291,0.606418918918919,0.7043918918918919,0.6638513513513513,65.9215,0.4812,145.5001,67.886,172.2783,119.1831,68.5466,31.4322,29.172,59.0156,623.8612,40.6579,443.1586,12.763,-0.38243972548340555,-0.2220169880338661,-0.14002005005142032,-0.38131814267594966,-0.14170187789043776,-0.2396162647855119
TCGA-A6-2681-01,MSS_TP53mut,0.6288851351351351,2975.0373,4698.0429,4479.7775,0.5625,0.6587837837837838,0.6875,115.7694,0.3408,308.2523,67.5746,143.4815,177.55,55.215,24.7642,22.2936,48.1351,1135.9971,40.3823,460.4136,14.8888,-0.3098971679090139,-0.21970587258974428,-0.1716576986115303,-0.3144471883231017,0.025639025659425316,-0.34008621398252703
TCGA-A6-2682-01,MSS_TP53wt,0.6429054054054054,4597.09,3522.33,4294.43,0.8293918918918919,0.40878378378378377,0.6283783783783784,25.222,0.5147,95.2258,327.371,97.7995,176.554,33.9725,11.8389,10.2947,31.9135,811.221,134.86,392.248,21.6188,-0.3245147316012504,-0.3757293548634324,0.20388889043081992,-0.009254965507294969,0.3580427258425643,-0.3672976913498593
TCGA-A6-2683-01,MSS_TP53wt,0.8067567567567568,5874.2558,3850.9971,9903.4817,0.9172297297297297,0.48986486486486486,0.9763513513513513,11.4414,-0.2946,4.1807,42.89,52.1324,41.1383,13.565,11.7584,7.0417,101.9963,1868.1277,15.5505,794.2685,2.6204,-0.5641362412684197,-0.6353684838173308,0.12185975405906346,-0.6678211284552774,-0.4475119693331912,-0.2203091591220862
TCGA-A6-2684-01,MSIH_TP53mut,0.32128378378378375,1573.8,2351.88,5363.15,0.11148648648648649,0.11993243243243243,0.8023648648648649,120.098,3.2459,861.09,112.215,116.388,324.589,105.723,20.4028,70.946,41.7329,1302.53,29.2131,502.39,44.5151,-0.12093435429765254,0.2827444200838281,-0.5613593064201721,-0.062376294242008856,0.0466034203559933,-0.10897971459800215
TCGA-A6-2685-01,MSS_TP53mut,0.5277027027027027,1673.0,7240.81,4249.47,0.14864864864864866,0.9408783783783784,0.6199324324324325,92.5947,0.899,142.937,44.9489,80.009,627.037,48.5448,21.5755,45.8478,65.1759,1884.71,117.766,370.14,17.5301,-0.4057338683380992,0.5389798591029086,-0.9887506903871635,-0.2955662629516879,0.06836979948940618,-0.3639360624410941
TCGA-A6-2686-01,MSIH_TP53wt,0.47753378378378375,2472.94,2878.6,5356.41,0.40202702702702703,0.25506756756756754,0.8006756756756757,751.828,35.5924,1107.75,614.335,639.688,711.848,395.417,114.091,208.191,475.865,1242.32,82.8864,408.137,112.14,1.8171764790939342,2.461096057481519,-0.7758377921844608,1.9701142606671629,0.6699550531312229,1.3001592075359398
TCGA-A6-3807-01,MSIH_TP53mut,0.38682432432432434,2500.8763,3239.7868,3320.8459,0.4172297297297297,0.33952702702702703,0.3935810810810811,135.0176,6.1838,840.1656,103.8218,173.9197,254.5794,54.2731,46.1015,44.1448,95.8705,940.9,162.4704,123.9684,51.46,-0.028030690561825788,0.09432834003831705,-0.2386182569394909,-0.007882734706100097,-0.11672628212230018,0.10884354741620009
TCGA-A6-3808-01,MSIH_TP53wt,0.38648648648648654,2440.5683,2632.8096,4153.0644,0.38344594594594594,0.17905405405405406,0.597972972972973,172.9757,0.533,863.4224,158.6831,116.0561,228.5694,59.5518,37.2715,55.8553,117.0886,1266.4351,45.2794,212.5231,24.0678,-0.08598624010531412,0.06967796436616386,-0.3896099538797297,0.03343024242128542,0.08879378468594978,-0.05536354226466436
TCGA-A6-3809-01,MSIH_TP53wt,0.574831081081081,4200.2853,2064.5097,5214.8455,0.7871621621621622,0.0777027027027027,0.7888513513513513,208.4601,15.7857,2969.0057,292.9136,472.8447,568.3657,212.3349,140.2007,116.0208,279.2498,987.2636,56.0695,249.7783,57.4356,0.9493721602971494,1.6408877232350778,-1.040774939171989,1.8595181142415587,0.509906080763015,1.3496120334785435
TCGA-A6-3810-01,MSS_TP53mut,0.2734797297297297,1243.5673,4308.8691,2718.6544,0.06418918918918919,0.5777027027027027,0.2483108108108108,151.768,13.3693,1617.9455,138.4906,126.0565,362.594,83.712,17.7575,45.7691,121.4834,781.1816,259.1554,215.676,27.4662,0.2874618853214407,0.18076415537104698,-0.10359832202949469,0.6935717395348258,0.14862582866345594,0.5449459108713698
TCGA-A6-4105-01,MSS_TP53mut,0.6189189189189189,3792.9,6207.87,2589.77,0.731418918918919,0.8597972972972973,0.22804054054054054,351.147,19.4797,1500.45,379.854,423.427,396.258,240.933,124.567,73.3051,260.925,440.344,177.88,222.796,64.0779,0.8958637847446965,1.1738928904877441,-0.41379515993618843,0.8917439207335489,0.4580602838100275,0.4336836369235214
TCGA-A6-4107-01,MSS_TP53wt,0.49510135135135136,2218.6939,3104.5852,6810.5006,0.3141891891891892,0.31925675675675674,0.9121621621621622,50.1215,-0.2946,291.949,21.9072,58.1651,197.3859,48.1667,15.2646,29.4435,149.2446,1314.4678,29.3202,300.5878,8.315,-0.46934532724354827,-0.21976719566605782,-0.3090266804113243,-0.3498919262486677,-0.20106364393789877,-0.14882828231076894
TCGA-A6-5656-01,MSS_TP53mut,0.3849662162162162,1525.44,5231.19,3323.01,0.10472972972972973,0.7483108108108109,0.3952702702702703,28.208,0.0,123.894,455.752,16.5929,43.6947,18.2522,6.0841,11.615,34.8451,751.106,471.239,469.37,6.0841,-0.2915044464329205,-0.6316764755008086,0.4992113794141849,-0.5110736175774412,-0.34343014893265705,-0.16764346864478413
TCGA-A6-5657-01,MSS_TP53wt,0.1358108108108108,1379.27,3084.17,1498.68,0.07601351351351351,0.31756756756756754,0.033783783783783786,163.88,1.523,706.085,49.0422,131.287,110.269,49.956,69.1464,95.3428,175.76,654.606,96.5613,298.134,19.1904,-0.16668986789967785,0.19491890299506964,-0.5771289221263228,0.12733953291832653,0.19902744224538632,-0.07168790932705979
TCGA-A6-5659-01,MSIH_TP53mut,0.47094594594594597,2739.59,6255.66,1806.8,0.48817567567567566,0.8648648648648649,0.05405405405405406,23.8522,1.2778,303.69,916.606,41.7413,68.5751,16.1854,7.2408,22.5744,82.2049,437.858,216.374,227.205,9.3705,0.047968718583721245,-0.5456838485717712,0.9240135798685147,-0.4433428948898612,-0.3438725920141229,-0.09947030287573833
TCGA-A6-5660-01,MSS_TP53mut,0.4162162162162162,1725.94,9713.49,2380.58,0.16891891891891891,0.9898648648648649,0.17229729729729729,32.646,0.4296,68.7285,118.986,79.0378,149.914,9.8797,6.8729,19.7595,42.0962,429.124,168.814,130.086,7.732,-0.45473891245019893,-0.4466354720213983,0.0531943846166294,-0.5126277402250898,-0.3575086917831935,-0.15511904844189633
TCGA-A6-5661-01,MSIH_TP53wt,0.5554054054054054,6793.61,2303.03,3589.68,0.9476351351351351,0.10641891891891891,0.4814189189189189,72.8911,5.733,411.957,76.9861,69.6151,89.2711,32.76,15.561,35.217,265.356,477.478,62.2441,319.681,32.76,-0.26549959848471827,-0.3884509269449498,0.1147436289605051,-0.3404154076145993,0.20970216544497236,-0.5501175730595717
TCGA-A6-5662-01,MSS_TP53mut,0.33699324324324326,684.848,9061.04,2214.29,0.010135135135135136,0.981418918918919,0.12837837837837837,12.1212,0.8658,47.619,437.662,52.8139,83.5498,6.9264,56.2771,3.4632,80.0866,754.113,130.303,342.524,7.3593,-0.3011107369269304,-0.3765341340022591,0.2848802146825303,-0.5563356417090007,0.32717854902837484,-0.8835141907373756
TCGA-A6-5664-01,MSIH_TP53wt,0.46807432432432433,4677.64,2676.94,2742.79,0.8344594594594594,0.19087837837837837,0.25675675675675674,107.414,1.8681,96.6725,78.4588,155.517,238.179,58.3771,53.7069,73.7887,106.013,1650.44,102.744,230.132,31.2901,-0.3221712265960361,0.239231502898048,-0.561161307939567,-0.358852243856765,0.6941101091827935,-1.0529623530395584
